#SampleID	Original_SampleID	Bd_inhibition	Host-species	Life-stage	Region	Study	RDP2.3_taxonomy	RDP_confidence	Uclust_taxonomy	Uclust_confidence	GenBank_accession	Mariannaea_inhibition	Rhizomucor_inhibition
Atelopusaff.limosus-ns_3	VF51	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Atelopusaff.limosus-ns_4	VF52	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusaff.limosus-ns_5	VF53	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Atelopusaff.limosus-ns_6	VF54	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_7	VF55	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusspurrelli-ns_1	VF56	ns	Atelopusspurrelli	Adult	Colombia	4	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1			
Atelopusspurrelli-ns_2	VF57	ns	Atelopusspurrelli	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__nitroreducens	0.67			
Atelopusaff.limosus-inhibitory_6	VF6	inhibitory	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusaff.limosus-ns_8	VF60	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Atelopusaff.limosus-ns_48	VF62	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii	0.67			
Atelopusaff.limosus-ns_9	VF63	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Atelopusaff.limosus-inhibitory_24	VF64	inhibitory	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii	0.67			
Atelopusaff.limosus-ns_49	VF65	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_10	VF66	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_11	VF67	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_12	VF68	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_50	VF69	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Atelopusaff.limosus-inhibitory_7	VF7	inhibitory	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii	0.67			
Atelopusaff.limosus-ns_13	VF70	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_14	VF71	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_15	VF72	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_16	VF73	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_17	VF74	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_51	VF75	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_18	VF76	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Atelopusaff.limosus-ns_19	VF77	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_52	VF78	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusaff.limosus-ns_20	VF79	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Atelopusaff.limosus-ns_1	VF8	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii	0.67			
Atelopusaff.limosus-ns_53	VF80	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Atelopusaff.limosus-ns_21	VF81	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusaff.limosus-ns_54	VF82	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Atelopusaff.limosus-ns_22	VF83	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_23	VF84	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Atelopusaff.limosus-ns_24	VF86	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_25	VF87	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Atelopusaff.limosus-ns_26	VF88	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae	1	Unassigned	1			
Atelopusaff.limosus-ns_27	VF89	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1			
Atelopusaff.limosus-inhibitory_8	VF9	inhibitory	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_55	VF90	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Atelopusaff.limosus-ns_28	VF91	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_29	VF92	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusspurrelli-ns_9	VF93	ns	Atelopusspurrelli	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Atelopusspurrelli-ns_10	VF94	ns	Atelopusspurrelli	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Atelopusaff.limosus-ns_56	VF96	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67			
Atelopusaff.limosus-ns_30	VF97	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Atelopusaff.limosus-ns_31	VF98	ns	Atelopusaff.limosus	Adult	Colombia	4	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1			
Atelopussp.-ns_1	VF99	ns	Atelopussp.	Adult	Colombia	4	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Anaxyrusboreas-inhibitory_1	Anbo4	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	0.67			
Anaxyrusboreas-inhibitory_2	Anbo6	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__	0.67			
Anaxyrusboreas-inhibitory_3	Anbo9	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Anaxyrusboreas-inhibitory_4	Coloradobuckmt	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	0.67			
Anaxyrusboreas-inhibitory_6	Coloradoculture10	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Anaxyrusboreas-inhibitory_5	Coloradoculture38	inhibitory	Anaxyrusboreas	Adult	Colorado	5	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Lithobatescatesbeianus-inhibitory_44	ColoradoHA	inhibitory	Lithobatescatesbeianus	Adult	Colorado	5	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Lithobatescatesbeianus-ns_1	Franklin1	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Chitinophaga	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__	1			
Lithobatescatesbeianus-ns_6	Franklin10	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__haemoperoxidus	0.67			
Lithobatescatesbeianus-unknown_12	Franklin10(new)	unknown	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	1			
Lithobatescatesbeianus-inhibitory_26	Franklin100	inhibitory	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae]; g__Exiguobacterium; s__	1			
Lithobatescatesbeianus-ns_53	Franklin101	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	0.67			
Lithobatescatesbeianus-inhibitory_27	Franklin102	inhibitory	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.67			
Lithobatescatesbeianus-ns_7	Franklin11	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	0.99	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Tolumonas; s__	0.67			
Lithobatescatesbeianus-unknown_2	Franklin12	unknown	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Lithobatescatesbeianus-ns_8	Franklin13	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__azotifigens	1			
Lithobatescatesbeianus-unknown_3	Franklin14	unknown	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	0.67			
Lithobatescatesbeianus-ns_9	Franklin15	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Cryobacterium	0.99	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	1			
Lithobatescatesbeianus-ns_10	Franklin16	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Lithobatescatesbeianus-inhibitory_1	Franklin18	inhibitory	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	1			
Lithobatescatesbeianus-ns_11	Franklin19	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	1			
Lithobatescatesbeianus-ns_2	Franklin2	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.67			
Lithobatescatesbeianus-unknown_13	Franklin20.1	unknown	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	1			
Lithobatescatesbeianus-inhibitory_28	Franklin20.2	inhibitory	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	0.99	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.67			
Lithobatescatesbeianus-ns_12	Franklin21	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__	0.67			
Lithobatescatesbeianus-ns_13	Franklin22	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__	1			
Lithobatescatesbeianus-inhibitory_2	Franklin23	inhibitory	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__azotifigens	1			
Lithobatescatesbeianus-ns_14	Franklin24	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__azotifigens	1			
Lithobatescatesbeianus-ns_15	Franklin25	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__azotifigens	1			
Lithobatescatesbeianus-ns_16	Franklin26	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Tolumonas; s__	0.67			
Lithobatescatesbeianus-ns_17	Franklin27	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0.97	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	1			
Lithobatescatesbeianus-ns_18	Franklin28	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	1			
Lithobatescatesbeianus-ns_19	Franklin29	ns	Lithobatescatesbeianus	Tadpole	Colorado	5	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	1			
