#SampleID	Original_SampleID	Bd_inhibition	Host-species	Life-stage	Region	Study	RDP2.3_taxonomy	RDP_confidence	Uclust_taxonomy	Uclust_confidence	GenBank_accession	Mariannaea_inhibition	Rhizomucor_inhibition
Litoriarheocola-inhibitory_13	Australia498	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1	KJ191372		
Litoriarheocola-inhibitory_14	Australia503	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriarheocola-inhibitory_15	Australia514	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67			
Litoriarheocola-inhibitory_16	Australia530	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1	KJ191368		
Litoriarheocola-inhibitory_17	Australia531	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriarheocola-inhibitory_18	Australia539	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Chromobacterium; s__	0.67			
Litoriarheocola-inhibitory_19	Australia544	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	1			
Litoriarheocola-inhibitory_20	Australia549	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.89	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__	0.67			
Litoriarheocola-inhibitory_21	Australia550	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	0.98	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	0.67			
Litoriarheocola-inhibitory_22	Australia558	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava	0.67			
Litoriarheocola-inhibitory_23	Australia561	inhibitory	Litoriarheocola	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriaserrata-inhibitory_32	Australia645	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	0.67			
Litoriaserrata-inhibitory_33	Australia661	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriaserrata-inhibitory_34	Australia667	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67			
Litoriaserrata-inhibitory_35	Australia668	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriaserrata-inhibitory_36	Australia671	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.96	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KJ191373		
Litoriaserrata-inhibitory_37	Australia679	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67			
Litoriaserrata-inhibitory_38	Australia684	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Litoriaserrata-inhibitory_39	Australia685	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dyella	0.84	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteibacter; s__rhizovicinus	0.67			
Litoriaserrata-inhibitory_40	Australia690	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Litoriaserrata-inhibitory_41	Australia692	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriaserrata-inhibitory_42	Australia709	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	1	KJ191374		
Litorianannotis-inhibitory_45	Australia743	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litorianannotis-inhibitory_46	Australia754	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.67			
Litorianannotis-inhibitory_47	Australia832	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Litorianannotis-inhibitory_48	Australia837	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Litorianannotis-inhibitory_49	Australia841	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	0.98	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	0.67			
Litorianannotis-inhibitory_50	Australia844	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Chromobacterium; s__	1			
Litorianannotis-inhibitory_51	Australia849	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Litorianannotis-inhibitory_52	Australia860	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	1			
Litorianannotis-inhibitory_53	Australia861	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Litorianannotis-inhibitory_54	Australia867	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Litorianannotis-inhibitory_55	Australia893	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litorianannotis-inhibitory_56	Australia908	inhibitory	Litorianannotis	Adult	Queensland	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae	1			
Litoriaserrata-inhibitory_43	Australia941	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Litoriaserrata-inhibitory_44	Australia942	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67			
Litoriaserrata-inhibitory_45	Australia947	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	1			
Litoriaserrata-inhibitory_46	Australia953.1	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella	0.91	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
Litoriaserrata-inhibitory_47	Australia955	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriaserrata-inhibitory_48	Australia962	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Chromobacterium; s__	1			
Litoriaserrata-inhibitory_49	Australia963	inhibitory	Litoriaserrata	Adult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriarheocola-inhibitory_24	Australia977F	inhibitory	Litoriarheocola	Subadult	Queensland	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Litoriarheocola-inhibitory_25	Australia982F	inhibitory	Litoriarheocola	Subadult	Queensland	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	1			
Ranacascadae-ns_1	100A	ns	Ranacascadae	Subadult	California	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Kocuria	0.99	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__palustris	1			
Ranacascadae-ns_2	104A	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__	0.67			
Ranacascadae-ns_3	114B	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae	0.67			
Ranacascadae-ns_4	114C	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	1			
Ranacascadae-ns_5	123B	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0.67			
Ranacascadae-ns_6	127C	ns	Ranacascadae	Adult	California	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Ranacascadae-ns_7	12A	ns	Ranacascadae	Subadult	California	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Kocuria	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__rhizophila	0.67			
Ranacascadae-ns_8	12B	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Ranacascadae-ns_9	141A	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__	1			
Ranacascadae-ns_10	17A	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.67			
Ranacascadae-ns_11	17B	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__glathei	0.67			
Ranacascadae-inhibitory_1	18A	inhibitory	Ranacascadae	Adult	California	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Ranacascadae-ns_12	19A	ns	Ranacascadae	Adult	California	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.67			
Ranacascadae-ns_13	19D	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	1			
Ranacascadae-ns_14	34C	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava	0.67			
Ranacascadae-ns_15	34C1	ns	Ranacascadae	Adult	California	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	0.67			
Ranacascadae-ns_16	52A	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea	0.93	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Chromobacterium; s__	0.67			
Ranacascadae-ns_17	56B	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Chromobacterium; s__	1			
Ranacascadae-ns_18	57B	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	0.99	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Ranacascadae-ns_19	58C	ns	Ranacascadae	Adult	California	2	Bacteria;Firmicutes;Bacilli;Bacillales	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__	1			
Ranacascadae-ns_20	58E	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.67			
Ranacascadae-ns_21	59A	ns	Ranacascadae	Adult	California	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1			
Ranacascadae-ns_22	59D	ns	Ranacascadae	Adult	California	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__	0.67			
Ranacascadae-ns_23	59F	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__	0.67			
Ranacascadae-ns_24	60A	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Ranacascadae-inhibitory_2	60B	inhibitory	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__	0.67			
Ranacascadae-ns_25	60C	ns	Ranacascadae	Adult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	0.91	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__	1			
Ranacascadae-ns_26	60H	ns	Ranacascadae	Adult	California	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Pseudoclavibacter	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	0.67			
Ranacascadae-ns_27	61C	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Ranacascadae-ns_28	61E	ns	Ranacascadae	Subadult	California	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	0.92	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	1			
Ranamuscosa-inhibitory_1	628A	inhibitory	Ranamuscosa	Adult	California	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__psychrolactophilus	0.67			
