SampleID	Bd_load	Bd_load_sd	Bd_load2	Bd_load_sd2	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac	mass_g
1788.mck565Post.6Bubo.9	0	0	0	0	0	Anbo	9	Post	Control	Anbo_9	11	0	50	52.5	3.32728701434583	7.71040270886	0.5026	0.640171842148226	0.270317566249635	0.424812617279666	0.446566340903321	0.254660714169316	10	0.4189	0.468684572385256	0.595155908621992	-0.182007228668101	0.103741788418233	-0.363963688629495	-0.180499483980868	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck61Pre.2Buma.8	0	0	0	0	0	Rhma	8	Pre	Bd-exposed	Rhma_8	2	0	177	220.9375	4.425501007474	24.38171615097	0.5195	0.519373761124363	0.326260945766243	0.361406040393707	0.388203270413377	0.131615967792757	12	0.1069	-0.258659965031874	-0.660024445975846	-0.334233205131081	-0.28253443267942	0.0785031066115081	0.0202859930691075	28.2435767413032	22.4601025692088	18.6125584250713	110
1788.mck457Post.4Bubo.7	0	0	0	0	0	Anbo	7	Post	Control	Anbo_7	9	0	56	61.6	3.19927859831911	8.45286882828	0.2939	0.383623316521342	0.196730135316178	0.391805000478553	0.292421444382874	0.222266157495389	7	0.7012	0.383811106755703	0.39473647174825	0.133750992212244	0.0153757588113508	-0.284778908411615	-0.182085798783656	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck624Post.7Osse.2	0	0	0	0	0	Osse	2	Post	Bd-exposed	Osse_2	12	0	300	346.578947368421	5.8569203075898	38.531762419916	0.8873	0.760896531366583	0.640653380028066	0.699083436267944	0.580931045332275	0.590707008160305	14	0.0743	-0.0777282007762663	-1.14223801945677	-0.299623253972445	0.751814815353783	1.52430427019602	0.701602256667635	28.2435767413032	22.4601025692088	18.6125584250713	17
1788.mck557Post.6Bubo.1	0	0	0	0	0	Anbo	1	Post	Bd-exposed	Anbo_1	11	0	54	67	2.14562398903835	9.86676057199	0.287	0.457328663604753	0.111425691536524	0.386647847271907	0.423256444433684	0.218975748567115	6	0.8239	0.485422039414896	0.283538933856749	0.130652027810446	0.123772687594019	-0.380589188227666	-0.185704458277999	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck364Post.3Raca.3	0	0	0	0	0	Raca	3	Post	Bd-exposed	Raca_3	8	0	99	103.5	3.67804695571928	16.05945967146	0.2896	0.514710347513781	0.190969988200114	0.287277372543523	0.353215661597907	0.16441946156939	12	0.4594	0.110232483673172	0.0162320420490093	0.149955391187706	-0.355274398754522	0.118872691169096	0.200266410762664	28.2435767413032	22.4601025692088	18.6125584250713	88
1788.mck374Post.3Buma.3	0	0	0	0	0	Rhma	3	Post	Control	Rhma_3	8	0	106	133	3.31516622443724	17.37695279635	0.6382	0.497728143450096	0.376365119242244	0.377997006525381	0.410323735299553	0.150227007898759	5	0.0542	-0.464598549711073	-0.616355206367277	-0.254552122298249	-0.492269298271667	0.0761744811910674	0.0488143399215057	28.2435767413032	22.4601025692088	18.6125584250713	90
1788.mck402Post.3Bubo.8	0	0	0	0	0	Anbo	8	Post	Control	Anbo_8	8	0	60	68.6666666666667	3.10756489464725	11.37885383865	0.4796	0.398119175224598	0.290867391961976	0.374631401068659	0.30229870173481	0.199078786426876	7	0.4748	0.500328623446421	0.419856934972044	-0.127062679215551	0.0158158792061908	-0.385486468970372	-0.178955111148057	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck75Pre.2Rapi.11	0	0	0	0	0	Rapi	11	Pre	Control	Rapi_11	2	1	100	106.5625	4.33388055901978	16.84256220938	0.6155	0.56956587783635	0.310898677903979	0.380904160171704	0.397059036193734	0.192875078149952	16	0.4537	-0.0436322208759333	0.159476844108583	-0.0162123734955036	-0.0529933873281132	0.463500807521796	0.0666096607243131	28.2435767413032	22.4601025692088	18.6125584250713	24
1788.mck165Pre.4Buma.6	0	0	0	0	0	Rhma	6	Pre	Bd-exposed	Rhma_6	4	1	137	166	4.43671855655467	16.6462931395	0.4177	0.391251455094607	0.187816346882961	0.304264282686956	0.376408713035239	0.17549000879393	13	0.1318	-0.232032198745728	-0.36562797646791	-0.301945619712339	-0.557155987786657	-0.286318936012302	-0.017187529734426	28.2435767413032	22.4601025692088	18.6125584250713	75
1788.mck306Post.1Osse.8	0	0	0	0	0	Osse	8	Post	Control	Osse_8	6	0	82	92.1111111111111	3.20004340977186	12.43555302621	NA	NA	NA	0.534428462378268	0.385217832041676	0.265665879411291	15	0.2851	0.50098325891938	0.117220972009568	-0.318125320989841	0.156440127217482	-0.181917745607692	-0.0912606670491218	28.2435767413032	22.4601025692088	18.6125584250713	20
1788.mck450Post.4Rapi.12	0	0	0	0	0	Rapi	12	Post	Bd-exposed	Rapi_12	9	1	82	95.125	2.75341969010435	14.68406904461	NA	NA	NA	0.450519632464681	0.4019098900094	0.13689744771655	6	0.1585	-0.318509156186997	0.0287412314939211	0.228392896956046	0.308824384026256	0.167246338259343	-0.0391500241330778	28.2435767413032	22.4601025692088	18.6125584250713	25
1788.mck569Post.6Osse.3	0	0	0	0	0	Osse	3	Post	Bd-exposed	Osse_3	11	0	142	152.909090909091	5.20281864112062	19.47261504642	0.6025	0.657312785367596	0.284804130538942	0.56262361486166	0.453956165293436	0.259897310485361	15	0.0415	0.0800869559677266	0.106366942828427	0.0607582903681361	0.419882129938006	0.596019210342177	-0.280817875084509	28.2435767413032	22.4601025692088	18.6125584250713	23
1788.mck410Post.3Osse.6	0	0	0	0	0	Osse	6	Post	Bd-exposed	Osse_6	8	0	125	131.315789473684	4.13364626250844	16.927593682342	0.4302	0.506752590484319	0.250276498528682	0.544252028567648	0.423447583477017	0.253426397793541	20	0.4683	0.443359123133315	0.0709977554783743	-0.0546885152635432	0.299707051899771	0.486231721460814	-0.272165278971667	28.2435767413032	22.4601025692088	18.6125584250713	14
